MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59426.462403  13.522  0.004 14164   51 o  0 464.48 278.53578   9.56705  2688.70  9770.94 2.37 1.99 -51.9 -0.499 19.23 20.44 02a59426o0485o
59426.471364  13.468  0.003 14892   51 o  0 707.55 278.53578   9.56705  2746.40  9851.30 2.30 1.86 -51.2 -0.508 19.22 20.38 02a59426o0504o
59426.474131  13.510  0.003 14327   49 o  0 1761.98 278.53578   9.56705  2766.12  9732.03 2.39 2.02 -52.4 -0.487 19.15 20.34 02a59426o0510o
59429.362583  14.177  0.004  7750   30 c  0 350.89 278.53578   9.56705  5684.35  7172.70 2.21 2.04 -74.5 -0.415 19.80 21.83 01a59429o0281c
59429.365347  14.179  0.004  7736   28 c  0 576.49 278.53578   9.56705  5705.03  7212.44 2.19 2.02 -77.7 -0.415 19.82 21.82 01a59429o0287c
59429.388278  14.191  0.004  7649   29 c  0 393.75 278.53578   9.56705  5651.31  7130.53 2.22 2.05 -75.2 -0.409 19.76 21.74 01a59429o0334c
59429.416272  14.176  0.004  7756   30 c  0 467.13 278.53578   9.56705  5637.24  7243.06 2.24 2.02 -80.5 -0.410 19.77 21.71 01a59429o0392c
59432.379052  14.157  0.004  7890   32 c  0 369.58 278.53578   9.56705  9756.40   606.32 2.87 2.44 -72.2 -0.402 19.71 21.81 01a59432o0318c
59432.411714  14.138  0.004  8035   31 c  0 374.20 278.53578   9.56705  9783.15   643.65 2.70 2.36 -71.4 -0.411 19.75 21.72 01a59432o0388c
59432.415405  14.137  0.004  8037   31 c  0 470.09 278.53578   9.56705  9724.28   564.01 2.74 2.37 -72.3 -0.409 19.71 21.71 01a59432o0396c
59432.428308  14.127  0.004  8116   31 c  0 329.93 278.53578   9.56705  9703.82   681.98 2.71 2.38 -74.2 -0.408 19.71 21.66 01a59432o0424c
59434.370749  13.496  0.004 14508   52 o  0 320.00 278.53578   9.56705  2623.90  7856.14 2.14 1.85 -56.7 -0.518 19.42 20.85 02a59434o0298o
59434.373956  13.500  0.004 14457   54 o  0 273.48 278.53578   9.56705  2605.65  7819.54 2.15 1.85 -55.6 -0.522 19.38 20.85 02a59434o0305o
59434.406375  13.486  0.003 14639   47 o  0 777.41 278.53578   9.56705  2660.10  7896.86 2.10 1.90 -56.9 -0.508 19.40 20.92 02a59434o0375o
59434.415094  13.484  0.004 14662   52 o  0 391.89 278.53578   9.56705  2681.12  7781.06 2.08 1.90 -56.1 -0.504 19.37 20.87 02a59434o0394o
59436.343126  14.124  0.004  8133   30 c  0 602.36 278.53578   9.56705  9751.28   608.43 2.60 2.22 -78.0 -0.434 19.79 21.84 01a59436o0226c
59436.349117  14.089  0.004  8400   31 c  0 487.77 278.53578   9.56705  9772.19   646.35 2.58 2.21 -78.6 -0.441 19.84 21.82 01a59436o0239c
59436.352343  14.109  0.004  8249   31 c  0 414.05 278.53578   9.56705  9713.92   568.65 2.56 2.20 -76.7 -0.437 19.82 21.83 01a59436o0246c
59436.367111  14.109  0.004  8246   32 c  0 378.32 278.53578   9.56705  9694.92   684.58 2.60 2.20 -78.3 -0.436 19.81 21.82 01a59436o0278c
59438.337902  13.510  0.004 14318   51 o  0 351.81 278.53578   9.56705  2624.99  7855.60 2.28 2.01 -60.6 -0.511 19.42 21.20 02a59438o0228o
59438.341573  13.509  0.003 14341   48 o  0 568.39 278.53578   9.56705  2606.13  7817.01 2.34 2.02 -55.1 -0.510 19.43 21.16 02a59438o0236o
59438.350299  13.501  0.003 14443   49 o  0 555.84 278.53578   9.56705  2661.31  7889.20 2.26 1.91 -59.8 -0.518 19.30 20.96 02a59438o0255o
59438.361818  13.525  0.004 14130   52 o  0 351.88 278.53578   9.56705  2683.76  7776.16 2.23 1.92 -55.3 -0.520 19.40 21.01 02a59438o0280o
59440.361760  14.157  0.004  7889   31 c  0 1389.30 278.53578   9.56705  7998.68  4623.28 3.02 2.78 -52.4 -0.402 19.53 21.57 01a59440o0285c
59440.365928  14.176  0.004  7756   32 c  0 7760.01 278.53578   9.56705  8019.76  4660.27 3.26 3.06 -47.7 -0.389 19.44 21.61 01a59440o0294c
59440.372510  14.223  0.005  7428   36 c  0 3220.96 278.53578   9.56705  7961.43  4583.80 3.33 3.06 -56.4 -0.435 19.42 21.70 01a59440o0308c
59440.407584  14.182  0.004  7709   32 c  0 6747.24 278.53578   9.56705  7951.65  4699.80 3.39 3.10 -52.0 -0.366 19.40 21.64 01a59440o0383c
59441.304677  13.529  0.003 14075   43 o  0 746.75 278.53578   9.56705  7992.74  4635.42 2.15 1.90 -41.8 -0.440 19.37 20.61 01a59441o0169o
59441.316473  13.528  0.003 14084   46 o  0 368.69 278.53578   9.56705  8013.86  4670.75 2.27 1.99 -27.7 -0.428 19.34 20.61 01a59441o0194o
59441.319703  13.537  0.003 13976   44 o  0 403.75 278.53578   9.56705  7956.61  4594.62 2.27 1.99 -27.1 -0.419 19.37 20.62 01a59441o0201o
59441.338008  13.548  0.003 13825   47 o  0 285.88 278.53578   9.56705  7941.85  4707.53 2.27 2.06 -26.9 -0.419 19.39 20.64 01a59441o0239o
59442.354474  13.518  0.003 14218   46 o  0 515.28 278.53578   9.56705  4558.27  7750.68 2.10 1.98  68.9 -0.475 19.20 20.27 02a59442o0273o
59442.357682  13.508  0.004 14354   51 o  0 287.89 278.53578   9.56705  4540.04  7712.55 2.09 2.00  64.3 -0.490 19.18 20.28 02a59442o0280o
59442.363723  13.521  0.003 14173   49 o  0 640.40 278.53578   9.56705  4598.53  7789.53 2.23 2.08  65.9 -0.489 19.19 20.27 02a59442o0293o
59442.378129  13.521  0.003 14177   48 o  0 749.53 278.53578   9.56705  4614.52  7671.64 2.12 2.01  74.1 -0.480 19.21 20.27 02a59442o0324o
59444.298956  13.546  0.003 13861   46 o  0 444.46 278.53578   9.56705  7993.83  4632.18 2.04 1.83 -51.0 -0.439 19.06 19.57 01a59444o0106o
59444.309783  13.533  0.003 14024   45 o  0 458.32 278.53578   9.56705  8015.86  4667.43 2.11 1.91 -57.0 -0.439 19.02 19.55 01a59444o0129o
59444.318091  13.535  0.003 13995   49 o  0 282.42 278.53578   9.56705  7958.93  4589.70 2.11 1.88 -64.3 -0.434 19.02 19.55 01a59444o0147o
59444.322240  13.542  0.003 13903   48 o  0 373.74 278.53578   9.56705  7941.70  4707.19 2.05 1.84 -57.8 -0.447 19.01 19.54 01a59444o0156o
59445.313715  13.510  0.004 14320   51 o  0 234.03 278.53578   9.56705  7994.77  4630.09 1.98 1.88 -53.5 -0.435 19.01 19.47 01a59445o0166o
59445.321129  13.524  0.004 14133   56 o  0 170.56 278.53578   9.56705  8017.41  4667.73 2.01 1.90 -58.3 -0.437 18.97 19.48 01a59445o0182o
59445.328253  13.505  0.003 14390   44 o  0 606.81 278.53578   9.56705  7958.74  4589.18 2.00 1.93 -55.7 -0.435 19.01 19.47 01a59445o0196o
59445.335204  13.516  0.003 14240   49 o  0 325.20 278.53578   9.56705  7941.78  4705.32 2.02 1.87 -65.2 -0.438 19.04 19.46 01a59445o0211o
59446.325749  13.574  0.004 13496   52 o  0 257.37 278.53578   9.56705  4561.89  7751.22 2.13 1.94  50.1 -0.452 18.74 19.13 02a59446o0216o
59446.329528  13.543  0.004 13895   53 o  0 257.29 278.53578   9.56705  4545.42  7711.15 2.11 1.94  51.4 -0.469 18.76 19.20 02a59446o0224o
59446.335146  13.530  0.004 14066   50 o  0 368.07 278.53578   9.56705  4604.33  7789.88 2.12 1.97  57.0 -0.475 18.80 19.33 02a59446o0236o
59446.370594  13.556  0.004 13724   52 o  0 281.03 278.53578   9.56705  4616.64  7676.29 2.11 1.98  50.2 -0.463 18.77 19.25 02a59446o0311o
59448.433211  13.555  0.004 13740   51 o  0 263.82 278.53578   9.56705  1770.22  4472.47 2.06 1.90 -41.0 -0.433 18.59 18.78 01a59448o0456o
59448.438741  13.551  0.004 13793   57 o  0 169.20 278.53578   9.56705  1791.14  4511.01 2.05 1.89 -45.6 -0.431 18.58 18.73 01a59448o0468o
59448.442434  13.544  0.004 13885   54 o  0 175.21 278.53578   9.56705  1730.52  4433.21 2.25 2.14 -50.5 -0.413 18.48 18.70 01a59448o0476o
59449.391146  13.541  0.003 13922   48 o  0 450.76 278.53578   9.56705  1766.30  4474.34 1.87 1.74 -49.3 -0.452 18.91 19.34 01a59449o0239o
59449.397623  13.565  0.004 13617   48 o  0 427.11 278.53578   9.56705  1787.31  4512.86 1.89 1.75 -43.0 -0.446 18.91 19.31 01a59449o0253o
59449.400853  13.543  0.003 13891   48 o  0 416.61 278.53578   9.56705  1728.31  4434.51 1.95 1.75 -45.1 -0.449 18.93 19.30 01a59449o0260o
59449.412900  13.560  0.003 13674   46 o  0 565.54 278.53578   9.56705  1710.31  4549.70 1.93 1.80 -43.6 -0.436 18.85 19.25 01a59449o0286o
59450.398380  13.540  0.004 13931   50 o  0 451.09 278.53578   9.56705   883.10  1651.59 2.18 1.86 -52.8 -0.520 18.91 19.50 02a59450o0198o
59450.401602  13.541  0.004 13919   57 o  0 225.59 278.53578   9.56705   863.08  1613.61 2.14 1.81 -52.8 -0.533 18.95 19.49 02a59450o0205o
59450.407610  13.532  0.004 14030   52 o  0 362.05 278.53578   9.56705   922.88  1691.88 2.06 1.80 -52.4 -0.536 18.93 19.44 02a59450o0218o
59450.424590  13.539  0.004 13942   50 o  0 497.32 278.53578   9.56705   942.61  1572.97 2.19 1.86 -52.9 -0.529 18.83 19.33 02a59450o0255o
59451.342821  13.513  0.004 14281   55 o  0 266.85 278.53578   9.56705   888.12  1648.52 2.36 1.93 -54.8 -0.531 19.17 19.99 02a59451o0240o
59451.350177  13.534  0.004 14014   54 o  0 318.84 278.53578   9.56705   867.99  1608.82 2.37 1.88 -53.4 -0.534 19.14 19.89 02a59451o0256o
59451.363135  13.541  0.004 13913   55 o  0 268.40 278.53578   9.56705   926.79  1687.67 2.32 1.96 -52.8 -0.525 19.09 19.86 02a59451o0284o
59451.373261  13.521  0.004 14178   54 o  0 281.68 278.53578   9.56705   951.12  1570.68 2.35 1.95 -52.1 -0.532 19.13 19.87 02a59451o0306o
59452.327945  13.537  0.003 13969   47 o  0 387.48 278.53578   9.56705  1752.54  4478.81 2.00 1.83 -52.9 -0.449 19.24 20.49 01a59452o0233o
59452.332095  13.540  0.003 13932   46 o  0 449.84 278.53578   9.56705  1773.28  4517.19 1.95 1.75 -46.7 -0.462 19.28 20.48 01a59452o0242o
59452.338548  13.554  0.003 13755   48 o  0 368.23 278.53578   9.56705  1714.73  4438.35 1.98 1.83 -52.8 -0.454 19.29 20.44 01a59452o0256o
59452.352516  13.545  0.003 13867   43 o  0 764.37 278.53578   9.56705  1698.07  4552.11 1.90 1.73 -52.3 -0.471 19.28 20.39 01a59452o0286o
59455.300144  14.227  0.006  7399   43 c  0 790.77 278.53578   9.56705   893.99  1649.06 2.74 2.23 -74.7 -0.462 19.23 21.38 02a59455o0168c
59455.303448  14.205  0.006  7548   42 c  0 611.70 278.53578   9.56705   875.18  1611.05 2.74 2.21 -74.8 -0.466 19.25 21.39 02a59455o0175c
59455.313070  14.172  0.004  7786   33 c  0 4064.10 278.53578   9.56705   933.79  1687.84 2.58 2.28 -58.0 -0.480 19.65 21.59 02a59455o0195c
59455.334929  14.185  0.004  7691   33 c  0 655.00 278.53578   9.56705   952.63  1575.39 2.54 2.22 -55.3 -0.494 19.70 21.57 02a59455o0241c
59457.350295  13.515  0.003 14260   44 o  0 1181.66 278.53578   9.56705  7732.81  8981.07 1.94 1.79 -68.5 -0.458 19.54 20.80 01a59457o0254o
59457.353523  13.518  0.003 14216   45 o  0 820.30 278.53578   9.56705  7752.55  9020.28 1.96 1.77 -64.2 -0.451 19.59 20.81 01a59457o0261o
59457.366429  13.522  0.003 14160   44 o  0 823.12 278.53578   9.56705  7694.05  8941.97 1.99 1.77 -59.0 -0.452 19.59 20.91 01a59457o0289o
59457.375673  13.526  0.003 14112   44 o  0 890.00 278.53578   9.56705  7674.73  9060.60 1.98 1.79 -63.6 -0.456 19.58 20.93 01a59457o0309o
59458.331723  14.180  0.007  7725   56 c  0 185.10 278.53578   9.56705   594.36  6030.95 2.25 2.11 -56.1 -0.434 18.52 20.13 02a59458o0243c
59458.343693  14.210  0.013  7514   97 c  0  34.37 278.53578   9.56705   577.33  5991.85 2.27 2.11 -57.3 -0.427 17.64 19.13 02a59458o0269c
59458.346921  14.208  0.034  7533  258 c  0   2.70 278.53578   9.56705   634.31  6068.58 2.23 2.12 -58.5 -0.422 17.20 18.64 02a59458o0276c
59458.359451  14.160  0.005  7874   38 c  0 507.20 278.53578   9.56705   656.16  5953.76 2.29 2.08 -55.9 -0.480 19.54 21.35 02a59458o0303c
59461.340682  13.508  0.003 14352   44 o  0 762.19 278.53578   9.56705  7734.95  8985.10 1.98 1.83 -67.5 -0.451 19.57 20.77 01a59461o0273o
59461.343905  13.521  0.004 14178   50 o  0 276.44 278.53578   9.56705  7753.78  9023.71 2.10 1.87 -58.2 -0.433 19.55 20.75 01a59461o0280o
59461.369986  13.538  0.003 13956   42 o  0 806.61 278.53578   9.56705  7690.60  8946.73 2.14 1.89 -50.5 -0.433 19.43 20.65 01a59461o0335o
59461.377872  13.554  0.003 13756   41 o  0 919.68 278.53578   9.56705  7671.26  9063.85 2.19 1.92 -52.9 -0.428 19.37 20.60 01a59461o0352o
59462.298803  14.119  0.004  8174   32 c  0 2949.21 278.53578   9.56705   595.00  6026.52 2.79 2.59 -60.2 -0.426 19.45 21.54 02a59462o0087c
59462.302032  14.136  0.004  8049   33 c  0 4532.95 278.53578   9.56705   575.69  5988.89 2.58 2.41 -56.0 -0.439 19.58 21.65 02a59462o0094c
59462.308444  14.161  0.004  7860   33 c  0 5026.75 278.53578   9.56705   634.62  6065.43 2.86 2.64 -59.5 -0.428 19.51 21.63 02a59462o0108c
59462.319949  14.176  0.005  7758   39 c  0 1381.16 278.53578   9.56705   653.67  5949.57 2.59 2.36 -56.5 -0.450 19.60 21.64 02a59462o0133c
59464.319876  13.541  0.003 13915   44 o  0 691.92 278.53578   9.56705  4042.44  2912.03 1.94 1.81 -61.6 -0.454 19.42 21.01 01a59464o0211o
59464.323103  13.540  0.003 13927   46 o  0 454.44 278.53578   9.56705  4063.08  2950.28 2.01 1.87 -64.3 -0.444 19.40 20.99 01a59464o0218o
59464.331399  13.518  0.003 14218   45 o  0 697.83 278.53578   9.56705  4005.71  2873.16 1.87 1.74 -66.2 -0.464 19.42 21.01 01a59464o0236o
59464.345247  13.525  0.003 14129   42 o  0 1263.35 278.53578   9.56705  3986.05  2987.25 1.79 1.66 -49.9 -0.474 19.43 20.96 01a59464o0266o
59466.289538  14.182  0.004  7713   34 c  0 7602.87 278.53578   9.56705  6571.35  9607.51 2.69 2.48 -62.4 -0.449 19.59 21.60 02a59466o0161c
59466.292753  14.165  0.004  7834   32 c  0 1910.18 278.53578   9.56705  6552.25  9568.47 2.66 2.54 -68.4 -0.446 19.61 21.60 02a59466o0168c
59466.298265  14.193  0.004  7632   34 c  0 758.42 278.53578   9.56705  6611.34  9646.99 2.57 2.40 -57.6 -0.451 19.66 21.58 02a59466o0180c
59466.310288  14.206  0.004  7542   33 c  0 2194.03 278.53578   9.56705  6629.96  9529.93 2.53 2.44 -73.3 -0.450 19.64 21.57 02a59466o0206c
59468.313176  13.536  0.004 13989   56 o  0 1779.40 278.53578   9.56705  3949.76  2917.61 3.25 2.82 -50.8 -0.447 18.84 20.45 01a59468o0057o
59468.316406  13.549  0.004 13813   52 o  0 3211.15 278.53578   9.56705  3972.03  2957.56 3.22 2.83 -54.7 -0.441 18.99 20.60 01a59468o0064o
59468.324717  13.527  0.004 14100   59 o  0 4592.41 278.53578   9.56705  3915.25  2881.34 3.14 2.67 -47.1 -0.463 18.75 20.22 01a59468o0082o
59468.338593  13.537  0.004 13976   49 o  0 7420.85 278.53578   9.56705  3900.28  2995.53 3.15 2.68 -45.5 -0.471 19.03 20.67 01a59468o0112o
59470.275148  13.522  0.004 14171   52 o  0 279.56 278.53578   9.56705  6571.01  9609.78 2.26 1.99 -65.3 -0.491 19.16 20.23 02a59470o0139o
59470.278346  13.518  0.004 14222   52 o  0 256.40 278.53578   9.56705  6552.06  9570.44 2.24 2.01 -65.0 -0.495 19.21 20.33 02a59470o0146o
59470.284767  13.527  0.003 14100   48 o  0 540.23 278.53578   9.56705  6610.70  9649.48 2.21 2.03 -69.9 -0.490 19.18 20.22 02a59470o0160o
59470.303179  13.509  0.003 14335   50 o  0 515.97 278.53578   9.56705  6628.69  9528.87 2.24 2.08 -72.2 -0.497 19.14 20.27 02a59470o0200o
59473.349582  13.622  0.004 12921   55 o  0 2132.75 278.53578   9.56705  3837.08  9220.54 2.98 2.90 -64.0 -0.441 18.53 19.47 01a59473o0102o
59473.352809  13.701  0.009 12017  107 o  0 362.79 278.53578   9.56705  3857.13  9260.50 2.99 2.87 -53.6 -0.469 17.22 18.17 01a59473o0109o
59473.358335  13.634  0.005 12772   63 o  0 1664.80 278.53578   9.56705  3796.25  9181.86 3.01 2.86 -54.0 -0.445 18.15 19.08 01a59473o0121o
59473.368536  13.689  0.006 12150   79 o  0 1159.05 278.53578   9.56705  3774.38  9299.33 3.42 3.22 -42.9 -0.428 17.72 18.40 01a59473o0143o
59474.356125  13.568  0.086 13581 1164 o  0   1.75 278.53578   9.56705  6403.35  5729.88 2.61 2.02  43.7 -0.407 15.15 15.08 02a59474o0133o
59474.359326   0.000  0.000     0    0 o  0    nan 278.53578   9.56705  6428.15  5818.82  nan 3.23 -44.9 -0.136 -6.60 -5.33 02a59474o0140o
59474.365770  13.077  0.684 21334 14583 o  0   2.28 278.53578   9.56705  6443.06  5768.04 2.48 2.17  43.7 -0.436 12.13 11.75 02a59474o0154o
59474.375911  14.367  2.115  6503 13753 o  0   1.10 278.53578   9.56705  6466.49  5650.32 2.59 2.18  42.3 -0.433 12.81 12.49 02a59474o0176o
59475.289641  13.547  0.004 13839   51 o  0 843.06 278.53578   9.56705  6409.47  5725.78 2.44 2.36  60.6 -0.461 18.77 19.51 02a59475o0175o
59475.292841  13.551  0.004 13793   54 o  0 334.03 278.53578   9.56705  6392.84  5688.09 2.26 2.11  50.7 -0.472 18.81 19.47 02a59475o0182o
59475.305261  13.573  0.004 13518   53 o  0 433.05 278.53578   9.56705  6450.73  5764.17 2.22 2.09  48.3 -0.473 18.82 19.40 02a59475o0209o
59475.315392  13.565  0.004 13609   52 o  0 322.59 278.53578   9.56705  6471.13  5648.05 2.22 2.02  47.1 -0.452 18.76 19.25 02a59475o0231o
59478.279805  13.514  0.004 14272   50 o  0 375.08 278.53578   9.56705  6414.09  5723.58 2.14 1.90  50.8 -0.468 18.65 19.18 02a59478o0141o
59478.283476  13.561  0.004 13658   48 o  0 732.03 278.53578   9.56705  6394.50  5685.09 2.14 1.92  53.3 -0.461 18.76 19.35 02a59478o0149o
59478.290342  13.594  0.008 13253  100 o  0  44.03 278.53578   9.56705  6451.86  5762.93 2.33 2.04  48.4 -0.441 17.90 18.40 02a59478o0164o
59478.300404  13.523  0.004 14148   50 o  0 653.10 278.53578   9.56705  6471.44  5646.52 2.22 1.99  48.6 -0.454 18.79 19.32 02a59478o0186o
59479.304307  13.502  0.004 14425   52 o  0 336.74 278.53578   9.56705  6417.15  5726.05 2.12 1.98  57.5 -0.483 18.90 19.54 02a59479o0213o
59479.311274  13.516  0.004 14240   50 o  0 479.04 278.53578   9.56705  6397.77  5684.71 2.27 2.07  48.9 -0.474 18.83 19.51 02a59479o0227o
59479.315410  13.521  0.004 14177   54 o  0 244.03 278.53578   9.56705  6456.26  5763.04 2.21 2.01  48.6 -0.467 18.87 19.49 02a59479o0236o
59479.325307  13.548  0.004 13824   54 o  0 260.01 278.53578   9.56705  6476.07  5648.15 2.20 2.04  45.8 -0.461 18.77 19.38 02a59479o0256o
59480.310977  13.590  0.004 13302   51 o  0 572.71 278.53578   9.56705  9754.30  2463.64 2.82 2.56 -59.2 -0.498 18.76 19.71 01a59480o0242o
59480.315120  13.607  0.004 13102   50 o  0 646.26 278.53578   9.56705  9775.41  2501.44 2.78 2.56 -59.7 -0.488 18.83 19.77 01a59480o0251o
59480.322954  13.560  0.004 13681   50 o  0 996.22 278.53578   9.56705  9714.58  2426.13 2.82 2.59 -58.5 -0.486 18.77 19.73 01a59480o0268o
59480.333097  13.580  0.004 13426   53 o  0 920.60 278.53578   9.56705  9697.66  2544.65 2.83 2.62 -58.0 -0.481 18.72 19.67 01a59480o0290o
59481.288059  13.554  0.004 13758   49 o  0 621.54 278.53578   9.56705  9758.14  2467.61 2.83 2.52 -61.1 -0.499 19.00 20.10 01a59481o0193o
59481.295437  13.573  0.004 13508   50 o  0 607.38 278.53578   9.56705  9779.25  2505.82 2.82 2.48 -63.2 -0.503 19.00 20.05 01a59481o0209o
59481.306515  13.590  0.004 13304   54 o  0 565.66 278.53578   9.56705  9719.49  2431.25 2.87 2.53 -62.4 -0.497 18.91 19.98 01a59481o0233o
59481.309741  13.552  0.004 13779   50 o  0 530.39 278.53578   9.56705  9702.18  2549.29 2.86 2.58 -61.3 -0.485 18.90 19.97 01a59481o0240o
59485.273133  13.583  0.004 13397   50 o  0 749.43 278.53578   9.56705  9751.45  2468.54 2.85 2.51 -62.3 -0.504 19.26 20.81 01a59485o0164o
59485.283042  13.554  0.004 13759   50 o  0 1131.98 278.53578   9.56705  9773.53  2506.63 3.03 2.72 -58.3 -0.472 19.15 20.77 01a59485o0184o
59485.286278  13.560  0.004 13677   49 o  0 2658.94 278.53578   9.56705  9712.97  2429.99 2.89 2.60 -60.4 -0.485 19.19 20.77 01a59485o0191o
59487.284122  13.508  0.003 14348   48 o  0 666.25 278.53578   9.56705  6824.87  3306.91 2.33 2.10  50.5 -0.485 19.21 20.51 02a59487o0193o
59487.287324  13.511  0.004 14309   50 o  0 842.67 278.53578   9.56705  6806.50  3267.86 2.29 2.07  52.4 -0.491 19.25 20.51 02a59487o0200o
59487.292823  13.480  0.003 14724   45 o  0 2840.86 278.53578   9.56705  6864.46  3345.46 2.47 2.24  46.8 -0.473 19.17 20.49 02a59487o0212o
59487.303823  13.493  0.003 14542   46 o  0 1216.35 278.53578   9.56705  6884.63  3228.94 2.33 2.10  47.8 -0.485 19.23 20.50 02a59487o0236o
59489.280803  13.587  0.004 13346   50 o  0 617.65 278.53578   9.56705  9602.22  6844.99 2.93 2.70 -81.6 -0.453 19.03 20.30 01a59489o0139o
59489.286347  13.591  0.004 13294   51 o  0 2356.38 278.53578   9.56705  9623.05  6883.49 2.99 2.75 -77.9 -0.449 19.00 20.24 01a59489o0151o
59489.291426  13.586  0.004 13349   52 o  0 1533.44 278.53578   9.56705  9562.87  6808.50 2.94 2.70 -75.6 -0.456 19.03 20.29 01a59489o0162o
59489.302967  13.576  0.004 13478   48 o  0 2427.59 278.53578   9.56705  9547.90  6927.57 3.01 2.74 -74.1 -0.451 19.10 20.51 01a59489o0187o
59490.298773  13.523  0.003 14156   47 o  0 1211.64 278.53578   9.56705  8997.32 10025.96 2.25 2.20 -89.0 -0.475 19.25 20.54 02a59490o0226o
59490.302921  13.546  0.004 13859   50 o  0 546.53 278.53578   9.56705  8977.51  9986.74 2.32 2.16 -56.4 -0.472 19.28 20.51 02a59490o0235o
59490.308438  13.508  0.004 14352   51 o  0 695.85 278.53578   9.56705  9036.35 10066.02 2.31 2.11 -49.6 -0.481 19.25 20.49 02a59490o0247o
59490.321759  13.495  0.003 14524   49 o  0 876.70 278.53578   9.56705  9055.32  9947.94 2.41 2.10 -49.8 -0.486 19.23 20.43 02a59490o0276o
59493.224283  13.543  0.003 13896   45 o  0 2894.79 278.53578   9.56705  9591.79  6855.90 2.85 2.58 -75.5 -0.468 19.18 20.60 01a59493o0071o
59493.227537  13.547  0.003 13836   46 o  0 2563.20 278.53578   9.56705  9612.81  6893.83 2.87 2.54 -70.3 -0.470 19.20 20.60 01a59493o0078o
59493.237303  13.540  0.003 13925   45 o  0 781.42 278.53578   9.56705  9553.96  6814.96 2.85 2.56 -71.6 -0.470 19.23 20.59 01a59493o0099o
59493.253964  13.526  0.003 14109   47 o  0 1891.45 278.53578   9.56705  9539.69  6931.30 2.84 2.62 -77.0 -0.463 19.18 20.52 01a59493o0133o
59494.246255  13.578  0.004 13450   49 o  0 2622.17 278.53578   9.56705  8998.86 10024.94 2.93 2.39 -57.6 -0.442 19.23 20.57 02a59494o0017o
59494.249464  13.574  0.004 13505   48 o  0 3047.72 278.53578   9.56705  8979.90  9985.07 2.83 2.29 -57.2 -0.460 19.21 20.58 02a59494o0024o
59494.257706  13.590  0.004 13298   49 o  0 4068.90 278.53578   9.56705  9040.68 10063.72 2.85 2.29 -54.2 -0.444 19.24 20.57 02a59494o0042o
59494.272389  13.552  0.003 13775   45 o  0 4087.66 278.53578   9.56705  9058.92  9946.50 2.80 2.42 -53.6 -0.444 19.25 20.56 02a59494o0074o
59497.255072  13.594  0.004 13261   48 o  0 2251.57 278.53578   9.56705  7653.85  7002.78 2.80 2.69 -82.1 -0.462 18.99 20.17 01a59497o0142o
