MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59353.500261  13.519  0.003 14205   46 o  0 293.89 278.53578   9.56705   653.23  5957.66 1.82 1.67 -86.0 -0.463 19.65 20.82 01a59353o0545o
59354.505178  14.113  0.004  8217   32 c  0 524.50 278.53578   9.56705  1802.23  4441.74 2.33 2.22  39.1 -0.466 19.65 21.56 02a59354o0562c
59354.507008  14.117  0.004  8190   34 c  0 243.79 278.53578   9.56705  1821.62  4480.39 2.36 2.25  44.7 -0.458 19.59 21.56 02a59354o0566c
59354.510667  14.121  0.004  8157   35 c  0 230.32 278.53578   9.56705  1764.02  4402.41 2.32 2.22  44.7 -0.469 19.61 21.56 02a59354o0574c
59354.517528  14.132  0.004  8075   33 c  0 347.56 278.53578   9.56705  1745.25  4518.52 2.31 2.25  21.6 -0.468 19.61 21.58 02a59354o0589c
59358.441252  13.468  0.004 14891   53 o  0 349.17 278.53578   9.56705  1793.17  4446.35 1.96 1.89  22.5 -0.499 18.79 19.35 02a59358o0391o
59358.445379  13.484  0.004 14672   55 o  0 333.79 278.53578   9.56705  1812.40  4483.60 1.97 1.89  27.6 -0.498 18.77 19.37 02a59358o0400o
59358.450422  13.488  0.004 14618   52 o  0 426.88 278.53578   9.56705  1753.37  4405.62 1.98 1.88  29.7 -0.484 18.84 19.39 02a59358o0411o
59358.457737  13.453  0.003 15100   51 o  0 448.18 278.53578   9.56705  1733.50  4521.24 1.94 1.88  22.0 -0.499 18.82 19.42 02a59358o0427o
59359.475952  13.507  0.006 14359   87 o  0  51.57 278.53578   9.56705  1799.68  4446.98 2.08 1.85  40.0 -0.489 17.70 18.15 02a59359o0506o
59359.501472  13.523  0.005 14145   67 o  0 160.47 278.53578   9.56705  1822.64  4482.42 2.06 1.83  35.6 -0.488 18.13 18.49 02a59359o0560o
59359.504215  13.529  0.005 14070   64 o  0 126.63 278.53578   9.56705  1764.00  4406.23 2.10 1.87  35.4 -0.469 18.31 18.67 02a59359o0566o
59359.522569  13.523  0.004 14149   60 o  0 167.75 278.53578   9.56705  1745.84  4520.81 2.09 1.84  34.8 -0.480 18.51 18.91 02a59359o0604o
59360.456757  13.506  0.003 14375   43 o  0 1139.19 278.53578   9.56705  6576.96  9594.33 1.84 1.63 -75.1 -0.441 19.44 20.65 01a59360o0345o
59360.458599  13.516  0.003 14243   40 o  0 859.67 278.53578   9.56705  6557.46  9556.00 1.87 1.64 -75.3 -0.426 19.39 20.67 01a59360o0349o
59360.466904  13.518  0.003 14217   43 o  0 408.62 278.53578   9.56705  6619.22  9637.76 1.85 1.77 -59.6 -0.424 19.35 20.65 01a59360o0367o
59360.490369  13.502  0.003 14434   44 o  0 328.41 278.53578   9.56705  6639.02  9515.55 1.78 1.69 -75.3 -0.436 19.40 20.69 01a59360o0416o
59363.493667  13.481  0.004 14711   63 o  0 149.81 278.53578   9.56705  7740.09  9010.94 2.21 2.05  49.3 -0.489 18.87 19.47 02a59363o0536o
59363.496871  13.502  0.004 14425   60 o  0 164.22 278.53578   9.56705  7760.33  9051.21 2.19 2.13  45.5 -0.485 18.83 19.46 02a59363o0543o
59363.502359  13.505  0.004 14384   56 o  0 217.10 278.53578   9.56705  7701.04  8972.99 2.19 2.11  49.9 -0.485 18.77 19.47 02a59363o0555o
59363.507410  13.490  0.004 14591   58 o  0 184.33 278.53578   9.56705  7682.23  9090.77 2.17 2.10  48.4 -0.496 18.88 19.48 02a59363o0566o
59364.433419  13.574  0.004 13508   48 o  0 404.41 278.53578   9.56705  6579.53  9600.65 2.10 2.00 -63.5 -0.408 18.91 19.63 01a59364o0403o
59364.441757  13.545  0.004 13863   50 o  0 282.87 278.53578   9.56705  6555.30  9560.51 2.04 1.91 -82.7 -0.393 18.98 19.62 01a59364o0421o
59364.444987  13.574  0.003 13507   45 o  0 390.63 278.53578   9.56705  6618.72  9640.17 2.09 1.97 -77.1 -0.396 19.01 19.62 01a59364o0428o
59364.471362  13.551  0.003 13792   46 o  0 393.99 278.53578   9.56705  6640.10  9520.94 2.06 1.97 -74.7 -0.395 18.99 19.73 01a59364o0483o
59367.445812  13.486  0.003 14648   47 o  0 653.95 278.53578   9.56705  7733.36  9007.62 2.24 2.17 -81.5 -0.515 19.44 20.94 02a59367o0439o
59367.448098  13.442  0.003 15251   49 o  0 515.69 278.53578   9.56705  7753.60  9047.30 2.19 2.13 -83.2 -0.516 19.52 20.93 02a59367o0444o
59367.468381  13.439  0.003 15283   49 o  0 583.04 278.53578   9.56705  7697.83  8967.96 2.12 2.01 -77.1 -0.520 19.49 20.76 02a59367o0481o
59367.471126  13.462  0.003 14966   51 o  0 500.23 278.53578   9.56705  7679.28  9088.41 2.14 1.99 -64.6 -0.521 19.50 20.72 02a59367o0487o
59368.520063  13.505  0.003 14393   44 o  0 946.59 278.53578   9.56705  4133.05  4875.22 1.80 1.71 -19.8 -0.451 19.48 20.97 01a59368o0610o
59368.523292  13.528  0.003 14082   45 o  0 747.71 278.53578   9.56705  4154.13  4913.23 1.80 1.75 -44.8 -0.440 19.52 20.96 01a59368o0617o
59368.528859  13.501  0.003 14445   45 o  0 735.57 278.53578   9.56705  4096.98  4835.60 1.75 1.72 -34.9 -0.446 19.50 20.95 01a59368o0629o
59368.538989  13.514  0.003 14273   46 o  0 537.01 278.53578   9.56705  4080.72  4949.32 1.85 1.81  13.6 -0.441 19.41 20.93 01a59368o0650o
59370.448062  13.453  0.003 15095   50 o  0 423.20 278.53578   9.56705  4089.77  2909.79 2.27 2.01  23.7 -0.505 19.37 20.97 02a59370o0450o
59370.449904  13.472  0.003 14838   49 o  0 355.83 278.53578   9.56705  4109.25  2947.40 2.38 2.08  24.5 -0.497 19.34 20.94 02a59370o0454o
59370.455507  13.452  0.003 15115   49 o  0 404.77 278.53578   9.56705  4055.56  2867.56 2.25 2.02  31.3 -0.504 19.30 20.97 02a59370o0466o
59370.469343  13.469  0.003 14867   49 o  0 477.26 278.53578   9.56705  4039.45  2983.89 2.25 2.00  28.1 -0.506 19.36 20.95 02a59370o0496o
59372.434271  14.180  0.004  7730   30 c  0 771.44 278.53578   9.56705  6405.59  5711.62 2.26 2.10 -72.5 -0.406 19.72 21.70 01a59372o0426c
59372.436114  14.151  0.004  7935   28 c  0 1779.59 278.53578   9.56705  6384.39  5673.68 2.27 2.17 -75.0 -0.395 19.76 21.70 01a59372o0430c
59372.442568  14.152  0.003  7931   27 c  0 2449.17 278.53578   9.56705  6441.36  5751.57 2.28 2.17 -72.1 -0.396 19.75 21.71 01a59372o0444c
59372.451356  14.192  0.004  7642   29 c  0 929.24 278.53578   9.56705  6461.51  5634.71 2.30 2.15 -77.4 -0.401 19.74 21.75 01a59372o0463c
59374.448442  13.435  0.003 15347   50 o  0 479.60 278.53578   9.56705  4097.72  2905.08 2.33 2.06  31.1 -0.507 19.38 21.05 02a59374o0453o
59374.451644  13.473  0.004 14813   52 o  0 255.14 278.53578   9.56705  4117.47  2943.61 2.38 2.15  35.6 -0.503 19.33 21.02 02a59374o0460o
59374.454388  13.457  0.003 15043   50 o  0 430.20 278.53578   9.56705  4060.13  2865.60 2.25 2.02  34.9 -0.509 19.33 21.01 02a59374o0466o
59374.468082  13.479  0.003 14732   49 o  0 401.67 278.53578   9.56705  4041.70  2983.61 2.39 2.14  28.6 -0.493 19.32 20.99 02a59374o0495o
59376.526759  14.139  0.004  8025   29 c  0 444.33 278.53578   9.56705  3748.71  7291.96 2.34 2.18 -74.1 -0.399 19.71 21.73 01a59376o0623c
59376.530443  14.193  0.004  7636   32 c  0 180.07 278.53578   9.56705  3769.14  7329.59 2.41 2.24 -84.0 -0.394 19.70 21.72 01a59376o0631c
59376.564639  14.161  0.004  7866   30 c  0 319.14 278.53578   9.56705  3717.06  7246.98 2.33 2.19 -74.4 -0.399 19.69 21.73 01a59376o0704c
59376.570819  14.164  0.004  7843   28 c  0 447.75 278.53578   9.56705  3696.42  7361.94 2.46 2.28 -72.1 -0.397 19.69 21.72 01a59376o0717c
59377.444518  14.174  0.004  7768   29 c  0 1087.53 278.53578   9.56705  6812.56  3288.28 2.39 2.17 -77.5 -0.404 19.78 21.70 01a59377o0435c
59377.446358  14.205  0.004  7552   29 c  0 1189.14 278.53578   9.56705  6793.38  3248.78 2.36 2.13 -79.7 -0.409 19.78 21.71 01a59377o0439c
59377.470082  14.175  0.004  7766   29 c  0 1947.64 278.53578   9.56705  6852.17  3325.00 2.38 2.20 -73.0 -0.397 19.78 21.70 01a59377o0484c
59377.473305  14.178  0.004  7742   29 c  0 604.35 278.53578   9.56705  6870.88  3207.93 2.34 2.19 -79.5 -0.403 19.80 21.69 01a59377o0491c
59380.385901  14.187  0.004  7676   30 c  0 883.87 278.53578   9.56705  6812.63  3297.20 2.47 2.32 -72.0 -0.381 19.60 21.52 01a59380o0317c
59380.390996  14.188  0.004  7671   29 c  0 2402.85 278.53578   9.56705  6792.21  3258.23 2.49 2.27 -81.5 -0.395 19.65 21.59 01a59380o0328c
59380.414285  14.171  0.004  7793   30 c  0 2242.49 278.53578   9.56705  6851.24  3331.72 2.51 2.37 -65.5 -0.380 19.65 21.57 01a59380o0377c
59380.418008  14.196  0.005  7617   35 c  0 2068.23 278.53578   9.56705  6871.08  3216.49 2.54 2.45 -41.0 -0.375 19.42 21.32 01a59380o0385c
59381.429349  14.192  0.004  7640   29 c  0 6222.37 278.53578   9.56705  6807.93  3287.30 2.60 2.51 -28.3 -0.379 19.64 21.73 01a59381o0393c
59381.431192  14.206  0.004  7542   29 c  0 5432.52 278.53578   9.56705  6788.86  3247.55 2.65 2.46 -78.8 -0.384 19.70 21.72 01a59381o0397c
59381.436785  14.158  0.004  7885   29 c  0 1440.08 278.53578   9.56705  6848.44  3325.87 2.50 2.36 -74.4 -0.385 19.70 21.76 01a59381o0408c
59381.462619  14.179  0.004  7732   28 c  0 8388.75 278.53578   9.56705  6867.73  3208.27 2.51 2.33 -76.2 -0.388 19.73 21.85 01a59381o0461c
59383.370732  13.463  0.004 14962   56 o  0 361.23 278.53578   9.56705  3820.80  9210.86 2.05 1.79 -46.1 -0.494 19.27 20.39 02a59383o0272o
59383.392735  13.482  0.004 14703   53 o  0 379.18 278.53578   9.56705  3844.80  9248.02 2.07 1.79 -57.2 -0.487 19.31 20.47 02a59383o0315o
59383.397338  13.429  0.003 15437   50 o  0 777.37 278.53578   9.56705  3786.04  9171.55 2.03 1.79 -46.6 -0.518 19.31 20.51 02a59383o0325o
59383.400548  13.461  0.004 14976   55 o  0 364.20 278.53578   9.56705  3766.12  9288.69 2.01 1.79 -47.7 -0.496 19.32 20.52 02a59383o0332o
59384.469330  14.150  0.008  7944   62 c  0  32.55 278.53578   9.56705  1509.39   607.70 2.24 2.09  12.7 -0.433 18.72 20.06 01a59384o0483c
59384.472561  14.174  0.009  7769   69 c  0  23.35 278.53578   9.56705  1530.41   646.76 2.24 2.08  21.8 -0.431 18.74 20.13 01a59384o0490c
59384.507704  14.109  0.006  8250   45 c  0 133.48 278.53578   9.56705  1478.79   562.67 2.25 2.14  28.3 -0.435 19.05 20.72 01a59384o0565c
59384.515536  14.141  0.004  8008   33 c  0 264.15 278.53578   9.56705  1463.23   679.35 2.25 2.16  47.2 -0.435 19.61 21.43 01a59384o0582c
59386.376538  13.478  0.004 14756   60 o  0 184.17 278.53578   9.56705  9896.76  2590.31 2.17 1.81 -51.9 -0.486 18.83 19.42 02a59386o0240o
59386.379744  13.471  0.004 14851   53 o  0 323.42 278.53578   9.56705  9915.77  2629.16 2.21 1.85 -50.1 -0.489 18.78 19.49 02a59386o0247o
59386.389628  13.505  0.004 14385   54 o  0 202.73 278.53578   9.56705  9863.95  2548.97 2.53 2.15 -51.8 -0.461 18.75 19.45 02a59386o0268o
59386.395631  13.481  0.003 14705   50 o  0 433.88 278.53578   9.56705  9846.06  2666.27 2.25 1.83 -52.6 -0.490 19.00 19.71 02a59386o0281o
59388.370786  13.575  0.004 13484   50 o  0 183.78 278.53578   9.56705  9002.81 10002.03 2.10 1.83 -88.6 -0.393 18.84 19.07 01a59388o0282o
59388.373090  13.570  0.003 13546   47 o  0 222.13 278.53578   9.56705  8983.62  9963.76 2.06 1.81 -89.1 -0.393 18.73 19.06 01a59388o0287o
59388.378185  13.564  0.004 13621   48 o  0 222.43 278.53578   9.56705  9045.83 10042.94 2.06 1.83  89.9 -0.390 18.83 19.07 01a59388o0298o
59388.383483  13.548  0.004 13825   51 o  0 181.45 278.53578   9.56705  9062.92  9925.29 2.02 1.80  83.8 -0.398 18.84 19.09 01a59388o0309o
59390.464434  13.447  0.017 15178  257 o  0   5.55 278.53578   9.56705   684.37  7974.93 2.06 1.84 -52.1 -0.526 17.54 17.36 02a59390o0478o
59390.493652  13.526  0.009 14110  133 o  0  22.06 278.53578   9.56705   666.63  7938.78 2.05 1.84 -53.9 -0.519 18.00 18.03 02a59390o0537o
59390.518548  13.501  0.008 14438  122 o  0  26.09 278.53578   9.56705   720.01  8016.95 1.99 1.79 -49.4 -0.531 18.10 18.13 02a59390o0590o
59390.543399  13.501  0.005 14440   76 o  0  89.66 278.53578   9.56705   736.03  7900.03 2.04 1.80 -54.4 -0.519 18.08 18.04 02a59390o0643o
59392.407614  13.548  0.003 13828   44 o  0 672.62 278.53578   9.56705  9070.57  1734.83 2.21 2.00 -65.1 -0.404 19.08 19.68 01a59392o0364o
59392.443044  13.523  0.003 14153   46 o  0 604.08 278.53578   9.56705  1509.29  8908.00 1.86 1.73 -46.7 -0.441 18.99 19.68 01a59392o0439o
59392.449067  13.511  0.003 14304   44 o  0 1007.21 278.53578   9.56705  1452.40  8829.14 1.84 1.65 -72.9 -0.448 19.03 19.68 01a59392o0452o
59392.463387  13.522  0.003 14171   42 o  0 1259.85 278.53578   9.56705  1435.46  8944.22 1.80 1.60 -73.5 -0.448 19.08 19.67 01a59392o0482o
59393.382881  13.534  0.003 14013   45 o  0 574.32 278.53578   9.56705  9071.26  1731.17 2.13 1.80 -69.0 -0.426 19.29 20.21 01a59393o0308o
59393.390908  13.543  0.003 13899   43 o  0 747.13 278.53578   9.56705  9052.63  1696.76 2.11 1.83 -70.0 -0.432 19.28 20.18 01a59393o0324o
59393.395207  13.544  0.003 13884   42 o  0 1132.54 278.53578   9.56705  9110.45  1774.31 2.21 1.96 -67.5 -0.417 19.26 20.18 01a59393o0333o
59393.428952  13.548  0.003 13832   42 o  0 902.19 278.53578   9.56705  9130.04  1648.19 2.16 1.88 -68.9 -0.421 19.22 20.18 01a59393o0401o
59394.400641  13.468  0.003 14892   49 o  0 504.70 278.53578   9.56705  9599.11  6963.30 2.26 2.06 -60.0 -0.501 19.43 20.56 02a59394o0336o
59394.402470  13.464  0.003 14938   47 o  0 577.46 278.53578   9.56705  9618.64  7002.29 2.29 2.13 -52.9 -0.500 19.34 20.54 02a59394o0340o
59394.405223  13.449  0.003 15154   48 o  0 620.76 278.53578   9.56705  9559.54  6924.59 2.23 2.04 -64.3 -0.513 19.41 20.53 02a59394o0346o
59394.410714  13.452  0.003 15109   47 o  0 797.28 278.53578   9.56705  9540.83  7041.17 2.20 2.06 -65.6 -0.511 19.42 20.52 02a59394o0358o
59396.389277  13.520  0.003 14191   41 o  0 1944.50 278.53578   9.56705  9070.33  1732.21 2.28 1.96 -73.3 -0.437 19.46 20.97 01a59396o0324o
59396.392511  13.532  0.003 14039   40 o  0 1463.01 278.53578   9.56705  9050.73  1692.73 2.21 1.92 -72.0 -0.435 19.42 20.99 01a59396o0331o
59396.427746  13.522  0.003 14165   42 o  0 1466.71 278.53578   9.56705  1448.32  8832.33 1.86 1.74 -55.0 -0.455 19.34 21.03 01a59396o0406o
59396.445510  13.536  0.003 13984   42 o  0 922.09 278.53578   9.56705  1433.37  8946.93 1.89 1.73 -66.2 -0.450 19.44 20.93 01a59396o0444o
59397.387322  13.530  0.003 14063   41 o  0 988.88 278.53578   9.56705  9072.11  1734.50 2.27 2.09 -60.0 -0.425 19.48 21.12 01a59397o0316o
59397.389164  13.535  0.003 14001   43 o  0 4663.18 278.53578   9.56705  9049.96  1690.75 2.41 2.22 -27.5 -0.435 19.39 21.11 01a59397o0320o
59397.391933  13.536  0.003 13982   43 o  0 735.48 278.53578   9.56705  9107.95  1767.92 2.26 2.00 -67.6 -0.427 19.46 21.13 01a59397o0326o
59397.427563  13.496  0.003 14507   43 o  0 804.55 278.53578   9.56705  1431.77  8954.71 2.84 1.99  -4.0 -0.397 19.27 21.16 01a59397o0397o
59400.388904  13.568  0.003 13575   43 o  0 742.57 278.53578   9.56705  8890.60  8042.67 2.22 2.19  88.6 -0.394 19.27 20.58 01a59400o0324o
59400.392130  13.552  0.003 13775   40 o  0 1585.08 278.53578   9.56705  8871.54  8003.66 2.26 2.25 -63.0 -0.392 19.27 20.59 01a59400o0331o
59400.394892  13.579  0.003 13445   45 o  0 530.00 278.53578   9.56705  8930.72  8081.38 2.18 2.10 -82.0 -0.401 19.29 20.59 01a59400o0337o
59400.399991  13.546  0.003 13852   39 o  0 1703.34 278.53578   9.56705  8949.72  7964.13 2.14 1.96  85.4 -0.407 19.31 20.58 01a59400o0348o
59402.386035  14.090  0.004  8398   32 c  0 442.90 278.53578   9.56705  7642.68  7068.26 2.43 2.36 -73.5 -0.461 19.69 21.65 02a59402o0312c
59402.387867  14.111  0.004  8231   35 c  0 238.29 278.53578   9.56705  7663.04  7106.72 2.40 2.37  77.8 -0.453 19.70 21.65 02a59402o0316c
59402.390617  14.086  0.004  8428   33 c  0 335.10 278.53578   9.56705  7604.56  7029.02 2.40 2.36  81.7 -0.454 19.68 21.64 02a59402o0322c
59402.397021  14.112  0.004  8224   34 c  0 379.14 278.53578   9.56705  7586.08  7146.32 2.42 2.36 -72.1 -0.456 19.65 21.65 02a59402o0336c
59403.381871  14.109  0.004  8248   32 c  0 791.32 278.53578   9.56705  7641.35  7071.16 2.48 2.43 -66.0 -0.451 19.67 21.60 02a59403o0299c
59403.398504  14.104  0.004  8289   32 c  0 364.85 278.53578   9.56705  7664.86  7113.23 2.47 2.39 -68.9 -0.451 19.65 21.60 02a59403o0335c
59403.405192  14.084  0.004  8439   32 c  0 481.85 278.53578   9.56705  7606.90  7035.20 2.55 2.51 -57.4 -0.451 19.59 21.60 02a59403o0349c
59403.421148  14.110  0.004  8244   33 c  0 559.15 278.53578   9.56705  3001.67  3413.30 2.38 2.24 -60.0 -0.461 19.64 21.57 02a59403o0382c
59404.381941  13.537  0.003 13970   47 o  0 199.33 278.53578   9.56705  8895.45  8041.60 2.17 1.75 -89.3 -0.426 19.42 20.80 01a59404o0306o
59404.384716  13.534  0.003 14006   44 o  0 490.72 278.53578   9.56705  8874.98  8002.80 1.99 1.78 -87.9 -0.433 19.49 20.81 01a59404o0312o
59404.387947  13.555  0.003 13742   43 o  0 638.88 278.53578   9.56705  8933.78  8081.05 2.00 1.79  89.6 -0.434 19.47 20.78 01a59404o0319o
59404.393018  13.567  0.003 13591   45 o  0 499.88 278.53578   9.56705  8952.75  7963.29 1.99 1.76  83.5 -0.435 19.48 20.74 01a59404o0330o
59406.343566  14.092  0.004  8383   31 c  0 709.46 278.53578   9.56705  7634.38  7067.26 2.44 2.37 -70.6 -0.455 19.68 21.65 02a59406o0217c
59406.347260  14.091  0.004  8389   34 c  0 275.68 278.53578   9.56705  7657.51  7104.81 2.47 2.41  71.3 -0.451 19.66 21.65 02a59406o0225c
59406.350950  14.110  0.004  8245   34 c  0 280.70 278.53578   9.56705  7598.47  7027.73 2.44 2.38  67.3 -0.447 19.69 21.65 02a59406o0233c
59406.379614  14.110  0.004  8244   33 c  0 361.42 278.53578   9.56705  7585.37  7145.69 2.37 2.31  74.7 -0.459 19.75 21.65 02a59406o0294c
59407.426557  14.125  0.004  8130   36 c  0 1518.47 278.53578   9.56705  2949.12  3498.17 2.43 2.35  48.2 -0.441 19.34 21.13 02a59407o0383c
59407.430411  14.298  0.028  6933  195 c  0   5.79 278.53578   9.56705  2929.74  3458.50 2.42 2.33  56.2 -0.414 16.62 18.06 02a59407o0390c
59407.435822  -1.775  0.375 18619442287 6982290858 c  0   1.61 278.53578   9.56705  2990.08  3540.20 2.36 2.25  53.4 -0.400 -2.63 -1.26 02a59407o0400c
59407.468680  -1.958  0.475 22038854266 10462890409 c  0   0.83 278.53578   9.56705  3001.69  3420.87 2.56 2.44  69.9 -0.422 -2.76 -1.31 02a59407o0469c
59408.345067  13.552  0.003 13779   45 o  0 447.25 278.53578   9.56705  9173.08  3681.71 2.33 1.99 -79.2 -0.427 19.39 20.98 01a59408o0230o
59408.350630  13.580  0.003 13427   42 o  0 5549.31 278.53578   9.56705  9149.82  3642.73 2.58 2.26 -80.4 -0.408 19.32 20.97 01a59408o0242o
59408.353853  13.557  0.003 13718   43 o  0 952.39 278.53578   9.56705  9208.58  3720.19 2.34 2.06 -81.8 -0.431 19.38 21.00 01a59408o0249o
59408.363131  13.537  0.003 13974   44 o  0 658.38 278.53578   9.56705  9226.94  3602.13 2.26 2.00 -82.2 -0.434 19.34 20.96 01a59408o0269o
59409.415530  13.508  0.003 14344   42 o  0 763.98 278.53578   9.56705  1390.11  6923.41 2.16 2.07 -35.2 -0.428 19.46 21.11 01a59409o0371o
59409.427513  13.530  0.003 14065   44 o  0 708.10 278.53578   9.56705  1412.48  6959.66 2.13 2.00 -46.3 -0.426 19.28 20.97 01a59409o0397o
59409.450334  13.509  0.003 14341   46 o  0 525.99 278.53578   9.56705  1357.20  6874.40 2.00 1.87 -71.5 -0.444 19.43 21.07 01a59409o0441o
59409.457617  13.511  0.003 14308   44 o  0 619.84 278.53578   9.56705  1339.92  6992.21 2.08 1.93 -75.2 -0.438 19.36 21.02 01a59409o0455o
59412.282827  13.584  0.003 13377   42 o  0 814.54 278.53578   9.56705  9170.82  3687.08 2.11 1.98 -50.6 -0.421 19.24 20.51 01a59412o0097o
59412.286070  13.590  0.003 13299   43 o  0 648.89 278.53578   9.56705  9146.02  3646.00 2.45 1.87 -81.4 -0.427 19.22 20.54 01a59412o0104o
59412.321575  13.560  0.003 13673   45 o  0 548.07 278.53578   9.56705  9206.25  3715.92 2.36 1.80 -83.1 -0.437 19.32 20.66 01a59412o0180o
59412.328822  13.563  0.003 13634   43 o  0 767.34 278.53578   9.56705  9225.02  3603.25 2.35 1.87 -81.8 -0.435 19.31 20.64 01a59412o0195o
59413.420163  13.550  0.003 13807   48 o  0 484.26 278.53578   9.56705  1392.65  6920.29 1.88 1.70 -79.7 -0.453 19.37 20.57 01a59413o0381o
59413.424069  13.533  0.003 14019   45 o  0 696.94 278.53578   9.56705  1413.67  6957.94 1.88 1.71 -83.2 -0.458 19.34 20.59 01a59413o0389o
59413.445089  13.550  0.003 13809   45 o  0 423.58 278.53578   9.56705  1358.45  6877.22 2.10 2.01 -42.6 -0.425 19.30 20.68 01a59413o0430o
59413.473564  13.577  0.003 13462   43 o  0 518.25 278.53578   9.56705  1347.12  6985.88 2.65 2.39 -84.0 -0.402 19.13 20.70 01a59413o0487o
59414.330450  13.460  0.003 14999   50 o  0 501.23 278.53578   9.56705  5770.56  9116.04 2.24 2.08 -44.9 -0.488 19.12 20.01 02a59414o0188o
59414.333691  13.458  0.003 15021   51 o  0 305.07 278.53578   9.56705  5790.73  9154.55 2.33 2.17 -44.9 -0.480 19.05 20.00 02a59414o0195o
59414.338848  13.464  0.004 14938   54 o  0 246.22 278.53578   9.56705  5736.12  9072.53 2.25 2.11 -58.9 -0.490 19.13 20.01 02a59414o0206o
59414.351677  13.515  0.004 14257   51 o  0 296.65 278.53578   9.56705  5718.86  9189.87 2.38 2.25 -57.0 -0.471 19.09 20.01 02a59414o0234o
59415.401312  13.505  0.004 14392   54 o  0 265.44 278.53578   9.56705  4809.36  1453.29 2.00 1.93 -61.9 -0.499 19.01 19.74 02a59415o0334o
59415.409640  13.503  0.004 14419   54 o  0 233.74 278.53578   9.56705  4795.04  1420.26 2.05 2.02 -86.8 -0.500 18.96 19.70 02a59415o0351o
59415.413415  13.527  0.004 14095   52 o  0 760.42 278.53578   9.56705  4853.31  1496.63 2.34 2.11 -13.3 -0.460 18.81 19.62 02a59415o0359o
59415.432259  13.524  0.004 14135   53 o  0 269.92 278.53578   9.56705  4875.04  1380.92 2.18 2.05 -60.7 -0.493 18.90 19.57 02a59415o0396o
59416.419780  13.519  0.006 14208   82 o  0  64.43 278.53578   9.56705  5881.07   868.47 1.94 1.89 -35.6 -0.423 17.76 17.68 01a59416o0403o
59416.423046  13.529  0.004 14079   57 o  0 188.02 278.53578   9.56705  5900.41   907.87 1.91 1.85 -29.8 -0.412 18.21 18.47 01a59416o0410o
59416.428481  13.528  0.010 14084  142 o  0  18.02 278.53578   9.56705  5839.39   829.15 1.93 1.87 -33.4 -0.436 16.71 16.91 01a59416o0421o
59416.463723  13.768  0.446 11295 5034 o  0   1.06 278.53578   9.56705  5832.83   942.04 1.93 1.87 -59.4 -0.434 13.00 12.35 01a59416o0496o
59419.398170  13.529  0.004 14069   55 o  0 187.22 278.53578   9.56705  4476.36  5811.84 2.22 1.81  44.6 -0.442 18.52 18.86 02a59419o0343o
59419.424567  13.570  0.004 13555   61 o  0 169.83 278.53578   9.56705  4458.56  5775.28 2.14 1.85  46.7 -0.453 18.52 18.81 02a59419o0399o
59419.429889  13.579  0.004 13445   54 o  0 330.48 278.53578   9.56705  4516.57  5854.17 2.25 1.89  45.9 -0.444 18.36 18.77 02a59419o0410o
59419.433336  13.581  0.004 13414   53 o  0 338.47 278.53578   9.56705  4535.55  5737.34 2.21 1.86  46.2 -0.448 18.37 18.75 02a59419o0417o
59420.418118  13.533  0.003 14019   47 o  0 339.88 278.53578   9.56705  5879.95   865.22 1.97 1.83 -81.0 -0.411 18.91 19.40 01a59420o0317o
59420.421343  13.537  0.004 13969   50 o  0 313.70 278.53578   9.56705  5900.46   903.42 1.96 1.86 -83.4 -0.411 18.92 19.39 01a59420o0324o
59420.427336  13.501  0.004 14439   52 o  0 240.15 278.53578   9.56705  5842.87   825.37 1.92 1.82 -67.7 -0.423 18.97 19.38 01a59420o0337o
59420.437474  13.526  0.003 14109   48 o  0 391.24 278.53578   9.56705  5825.82   941.83 1.84 1.77 -73.5 -0.430 18.92 19.31 01a59420o0359o
59424.489000  13.574  0.004 13499   56 o  0 151.21 278.53578   9.56705  5697.47  7157.70 2.17 2.09  -6.6 -0.381 18.76 19.62 01a59424o0541o
59424.492223  13.552  0.004 13778   51 o  0 246.31 278.53578   9.56705  5717.34  7196.32 2.04 1.97 -77.1 -0.400 18.87 19.50 01a59424o0548o
59424.513131  13.592  0.004 13285   54 o  0 3099.77 278.53578   9.56705  5657.07  7120.22 2.91 2.80   1.4 -0.359 18.46 19.36 01a59424o0593o
59424.519121  13.633  0.004 12787   55 o  0 313.87 278.53578   9.56705  5635.23  7238.71 2.55 2.45 -60.2 -0.380 18.58 19.36 01a59424o0606o
59425.400966  13.501  0.003 14446   50 o  0 501.93 278.53578   9.56705  5687.51  7165.19 1.88 1.80 -72.3 -0.430 19.15 20.31 01a59425o0351o
59425.414916  13.501  0.003 14446   43 o  0 823.14 278.53578   9.56705  5710.17  7201.90 1.85 1.79 -69.9 -0.438 19.35 20.62 01a59425o0381o
59425.418142  13.507  0.003 14367   42 o  0 908.87 278.53578   9.56705  5651.90  7125.35 1.84 1.78 -72.0 -0.438 19.37 20.63 01a59425o0388o
59425.434945  13.514  0.003 14265   45 o  0 648.70 278.53578   9.56705  5636.66  7239.96 1.92 1.83 -72.1 -0.433 19.19 20.39 01a59425o0424o
59426.452601  13.523  0.004 14147   53 o  0 412.12 278.53578   9.56705  2707.52  9810.38 2.26 1.91 -53.2 -0.514 19.25 20.51 02a59426o0464o
